,Title,Author,Release date,Price $
490,"Bill Frisell, Beautiful Dreamer",Philip Watson,03-28-23,24
491,Shy,Mary Rodgers,08-01-23,20
492,Horror in the House of Mirrors,Tommy Krappweis,10-06-22,6
493,Patti Smith at the Minetta Lane,Patti Smith,11-01-18,10
494,John Lennon,Philip Norman,10-28-08,25
495,Brain Droppings,George Carlin,11-14-00,17
496,Sound Man,Glyn Johns,05-26-15,23
497,The Golden Thread,Kassia St. Clair,11-26-19,18
498,The Presentation Secrets of Steve Jobs,Carmine Gallo,09-24-12,18
499,Dean and Me,Jerry Lewis,10-27-05,16
500,Elon Musk,Walter Isaacson,09-12-23,33
501,The Delphi Murders,Nic Edwards,04-20-23,20
502,Our King: Charles III,Robert Jobson,04-13-23,40
503,Making It So,Patrick Stewart,10-03-23,28
504,The Last Honest Man,James Risen,05-09-23,36
505,The Shift,Tinx,05-23-23,17
506,Korra Is Live,Chukwufumnaya Anita Obidi,05-08-23,7
507,So Many Steves,Steve Martin,05-02-23,22
508,Once upon a Tome,Oliver Darkshire,04-25-23,17
509,Killers of the Flower Moon,David Grann,04-18-17,17
510,Tremendous,"Joey ""Coco"" Diaz",05-02-23,21
511,King: A Life,Jonathan Eig,05-16-23,43
512,"In Love, at Ease",Yogi Trivedi,04-20-23,24
513,Tell Me Everything,Minka Kelly,05-02-23,19
514,Ordinary Notes,Christina Sharpe,04-25-23,19
515,Quietly Hostile,Samantha Irby,05-16-23,28
516,The Daddy Diaries,Andy Cohen,05-09-23,26
517,Born a Crime,Trevor Noah,11-15-16,22
518,Shoe Dog,Phil Knight,04-26-16,18
519,All My Knotted-Up Life,Beth Moore,02-21-23,15
520,Paris,Paris Hilton,03-14-23,32
521,"Honey, Baby, Mine",Laura Dern,04-25-23,29
522,Walking with Sam,Andrew McCarthy,05-09-23,29
523,Homegrown,Jeffrey Toobin,05-02-23,24
524,Johnson at 10,Anthony Seldon,05-04-23,17
525,Not That Fancy,Reba McEntire,10-10-23,24
526,The Wisdom of the Bullfrog,Admiral William H. McRaven,04-04-23,22
527,Empire of the Summer Moon,S. C. Gwynne,09-20-16,17
528,Spare,Prince Harry The Duke of Sussex,01-10-23,25
529,Camilla,Angela Levin,04-25-23,17
530,Life in Five Senses,Gretchen Rubin,04-18-23,32
531,No Human Contact,Pete Earley,04-25-23,21
532,You Could Make This Place Beautiful,Maggie Smith,04-11-23,17
533,Vacuuming in the Nude,Peggy Rowe,03-03-23,20
534,A Land So Strange,Andres Resendez,10-07-11,17
535,Just Kids,Patti Smith,07-26-11,22
536,No Easy Day,Mark Owen,09-04-12,16
537,13 Hours,Mitchell Zuckoff,09-09-14,24
538,Hidden Figures,Margot Lee Shetterly,09-06-16,26
539,One Up On Wall Street,Peter Lynch,12-16-99,8
540,The Devil in the White City,Erik Larson,12-29-02,24
541,Lou and JonBenét,John Wesley Anderson,05-09-23,17
542,The House of Dudley,Joanne Paul,04-25-23,24
543,Be Useful,Arnold Schwarzenegger,10-10-23,35
544,The Light Between Us,Laura Lynne Jackson,10-27-15,16
545,Raising Men,Eric Davis,05-03-16,15
546,Wild,Cheryl Strayed,03-20-12,20
547,Between the World and Me,Ta-Nehisi Coates,07-14-15,16
548,"Love, Pamela",Pamela Anderson,01-31-23,32
549,How to Find Zodiac,Jarett Kobek,04-04-23,40
550,Straight Shooter,Stephen A. Smith,01-17-23,23
551,The Light We Carry,Michelle Obama,11-15-22,35
552,"Coffee First, Then the World",Jenny Graham,04-13-23,29
553,"Rees Howells, Intercessor",Norman Grubb,09-30-22,15
554,A Damn Near Perfect Game,Joe Kelly,02-28-23,20
555,Don't Tell Anybody the Secrets I Told You,Lucinda Williams,04-25-23,28
556,438 Days,Jonathan Franklin,11-17-15,17
557,Hillbilly Elegy,J. D. Vance,06-28-16,21
558,It's Your Ship,D. Michael Abrashoff,10-09-12,15
559,Proof of Heaven,Eben Alexander,10-23-12,14
560,Lean In,Sheryl Sandberg,03-11-13,16
561,There Was a Little Girl,Brooke Shields,11-18-14,21
562,Fear and Loathing in Las Vegas,Hunter S. Thompson,09-26-05,12
563,"Creativity, Inc.",Ed Catmull,04-08-14,16
564,The Unlikely Village of Eden,Emma Nadler,05-09-23,17
565,"Eat, Pray, Love",Elizabeth Gilbert,01-01-06,21
566,Confessions of a Video Vixen,Karrine Steffans,06-24-05,25
567,Believing Me,Ingrid Clayton,02-09-23,20
568,The Fire Next Time,James Baldwin,01-16-08,9
569,A Life in Parts,Bryan Cranston,10-11-16,14
570,The Smartest Guys in the Room,Bethany McLean,11-11-10,42
571,I Am Malala,Malala Yousafzai,10-08-13,15
572,The Everything Store,Brad Stone,10-15-13,20
573,Same Kind of Different as Me,Ron Hall,09-19-17,32
574,Let's Pretend This Never Happened,Jenny Lawson,04-17-12,28
575,Am I Being Too Subtle?,Sam Zell,05-09-17,18
576,I Know Why the Caged Bird Sings,Maya Angelou,01-04-11,17
577,The Glass Castle,Jeannette Walls,09-28-10,18
578,Bossypants,Tina Fey,04-05-11,18
579,Unbroken,Laura Hillenbrand,11-16-10,18
580,The Power Broker,Robert A. Caro,05-20-11,56
581,The Operator,Robert O'Neill,04-25-17,15
582,Tuesdays with Morrie,Mitch Albom,10-18-07,9
583,Napoleon,Andrew Roberts,11-04-14,25
584,American Sniper,Chris Kyle,01-03-12,32
585,Titan,Ron Chernow,12-30-12,35
586,Open,Andre Agassi,11-09-09,15
587,Around the Way Girl,Taraji P. Henson,10-11-16,13
588,The Devil's Chessboard,David Talbot,10-13-15,46
589,Deliver Me from Nowhere,Warren Zanes,05-02-23,28
590,Wealth Warrior,Linda Garcia,04-11-23,29
591,Bringing Up Bébé,Pamela Druckerman,02-07-12,18
592,American Prometheus,Kai Bird,03-28-07,30
593,The Immortal Life of Henrietta Lacks,Rebecca Skloot,02-02-10,17
594,What Looks Like Bravery,Laurel Braitman,03-14-23,19
595,"Blood, Dust and Snow",Friedrich Sander,04-11-23,24
596,Unexpected,Dr. Jill Carnahan,04-18-23,17
597,A Living Remedy,Nicole Chung,04-04-23,32
598,Confessions of an Economic Hit Man (3rd Edition),John Perkins,04-25-23,33
599,Look for Me There,Luke Russert,05-02-23,32
600,Good Girls,Hadley Freeman,04-18-23,17
601,In Order to Live,Yeonmi Park,09-29-15,18
602,Autobiography of a Yogi,Paramahansa Yogananda,10-07-04,29
603,Based on a True Story,Norm Macdonald,09-20-16,18
604,I Swear,Katie Porter,04-11-23,32
605,Feherty,John Feinstein,05-09-23,29
606,Man-Eaters of Kumaon,Jim Corbett,01-25-23,20
607,Life Sentence,Mark Bowden,04-11-23,28
608,Witness,Whittaker Chambers,12-02-08,38
609,My Own Magic,Anna Kloots,05-16-23,32
610,How to Make It in the New Music Business (3rd Edition),Ari Herstand,03-21-23,24
611,Kutuzov,Alexander Mikaberidze,05-02-23,24
612,The Water Is Wide,Pat Conroy,01-10-23,32
613,Surviving to Drive,Guenther Steiner,04-20-23,31
614,Fool Me Once,Kelly Richmond Pope,03-21-23,17
615,The Choice,Dr. Edith Eva Eger,09-05-17,14
616,The Longest Race,Kara Goucher,03-14-23,19
617,The Great Air Race,John Lancaster,11-15-22,18
618,The Rise of Theodore Roosevelt,Edmund Morris,06-22-10,40
619,Helter Skelter,Vincent Bugliosi,09-13-11,35
620,Destiny of the Republic,Candice Millard,09-20-11,18
621,Slouching Towards Bethlehem,Joan Didion,09-04-12,16
622,Yes Please,Amy Poehler,10-28-14,25
623,Talk of Champions,Kenny Smith,05-09-23,28
624,Stories I Only Tell My Friends,Rob Lowe,04-26-11,15
625,Genghis Khan and the Making of the Modern World,Jack Weatherford,02-16-10,26
626,Alexander Hamilton,Ron Chernow,12-26-04,37
627,Recovery,Russell Brand,10-03-17,15
628,Lone Survivor,Marcus Luttrell,05-01-12,20
629,Year of Yes,Shonda Rhimes,11-10-15,14
630,While Time Remains,Yeonmi Park,02-14-23,19
631,Wildflower,Drew Barrymore,10-27-15,15
632,Diana,Andrew Morton,06-27-17,23
633,Leonardo da Vinci,Walter Isaacson,10-17-17,24
634,"The Civil War: A Narrative, Volume I, Fort Sumter to Perryville",Shelby Foote,09-28-04,40
635,The Game,Neil Strauss,06-16-09,21
636,Into the Wild,Jon Krakauer,08-02-07,15
637,What I Was Doing While You Were Breeding,Kristin Newman,05-30-14,24
638,Above Suspicion,Joe Sharkey,01-03-17,21
639,Darkness Visible,William Styron,10-04-16,8
640,True Spirit,Jessica Watson,03-14-23,19
641,How to Murder Your Life,Cat Marnell,01-31-17,18
642,The Girls Who Went Away,Ann Fessler,03-08-16,26
643,The King of California,Mark Arax,06-02-14,35
644,Onward,Howard Schultz,03-29-11,21
645,Unafraid,Eddie Penney,09-21-22,17
646,The Lost Sons of Omaha,Joe Sexton,05-09-23,24
647,Vanished in Vermillion,Lou Raguse,03-07-23,17
648,Black in White Space,Elijah Anderson,09-20-22,17
649,Killin' Generals,Dwayne Epstein,04-25-23,17
650,In the Spell of the Barkley,Michiel Panhuysen,04-06-23,29
651,Reasons to Stay Alive,Matt Haig,03-28-23,18
652,Rogue Heroes,Ben Macintyre,10-04-16,32
653,Mindhunter,John E. Douglas,10-24-17,18
654,Braving the Wilderness,Brené Brown,09-12-17,14
655,Grant,Ron Chernow,10-10-17,30
656,Born to Run,Christopher McDougall,05-05-09,18
657,Living with a SEAL,Jesse Itzler,11-03-15,21
658,Just Mercy (Movie Tie-In Edition),Bryan Stevenson,10-21-14,18
659,Lab Girl,Hope Jahren,04-05-16,28
660,Small Giants,Bo Burlingham,10-11-16,18
661,Does the Noise in My Head Bother You?,Steven Tyler,05-03-11,30
662,Reading Lolita in Tehran,Azar Nafisi,03-22-16,24
663,Tinseltown,William J. Mann,10-14-14,21
664,The Path to Power,Robert A. Caro,12-10-13,35
665,Stamped from the Beginning,Ibram X. Kendi,02-01-17,15
666,Surrender,Bono,11-01-22,27
667,Wanderlust,Reid Mitenbuler,02-21-23,32
668,Choosing to Run,Des Linden,04-04-23,24
669,Black Edge,Sheelah Kolhatkar,03-28-17,32
670,The Millionaire Mind,Thomas J. Stanley Ph.D.,10-27-00,22
671,My Song,Harry Belafonte,10-11-11,23
672,Brown Girl Dreaming,Jacqueline Woodson,08-28-14,14
673,Spectrum Women,Barb Cook - editor,12-22-22,24
674,Empty Mansions,Bill Dedman,09-05-13,32
675,Mountains Beyond Mountains,Tracy Kidder,09-25-03,18
676,Den of Thieves,James B. Stewart,09-17-13,24
677,My Mother's Rules,Lynn Toler,06-18-14,17
678,The Invention of Nature,Andrea Wulf,10-20-15,24
679,A Perfect Union of Contrary Things,Maynard James Keenan,11-09-16,22
680,Red,Sammy Hagar,03-15-11,25
681,Live from New York,James Andrew Miller,06-27-17,33
682,The Fish That Ate the Whale,Rich Cohen,08-01-12,30
683,The White Album,Joan Didion,03-21-13,17
684,What I Know for Sure,Oprah Winfrey,09-02-14,8
685,The Secrets of My Life,Caitlyn Jenner,04-25-17,20
686,Living a Life of Fire,Reinhard Bonnke,12-23-15,26
687,You'll Grow Out of It,Jessi Klein,07-12-16,22
688,Trump: The Art of the Deal,Donald J. Trump,05-31-16,18
689,Helmet for My Pillow,Robert Leckie,10-15-13,22
690,The Aviators,Winston Groom,11-05-13,30
691,Blue Highways,William Least Heat-Moon,01-08-13,28
692,And None Shall Make Them Afraid,Rick Richman,04-19-23,25
693,The Peking Express,James M. Zimmerman,04-04-23,32
694,Welcome to the Circus of Baseball,Ryan McGee,04-04-23,28
695,Paddle Your Own Canoe,Nick Offerman,10-01-13,13
696,Undaunted Courage,Stephen E. Ambrose,06-12-01,20
697,True West,Robert Greenfield,04-11-23,28
698,It Ended Badly,Jennifer Wright,11-03-15,16
699,My Descent into Death,Howard Storm,01-24-17,14
700,Catch Me If You Can,Frank W. Abagnale,09-13-02,18
701,Mossad,Michael Bar-Zohar,10-07-14,24
702,Rocks,Joe Perry,10-07-14,28
703,The Witness Wore Red,Rebecca Musser,09-10-13,8
704,The Death of a President,William Manchester,11-18-13,35
705,Part of My World,Jodi Benson,09-20-22,15
706,Black Privilege,Charlamagne Tha God,04-18-17,15
707,Under the Henfluence,Tove Danovich,04-25-23,17
708,The Fall of Heaven,Andrew Scott Cooper,08-02-16,35
709,I'm Just a Person,Tig Notaro,06-14-16,25
710,Ghost Boy,Martin Pistorius,02-19-15,21
711,The Hungry Ocean,Linda Greenlaw,10-17-08,22
712,Shackleton's Way,Margot Morrell,12-29-05,14
713,Ashley's War,Gayle Tzemach Lemmon,04-21-15,32
714,Son of Hamas,Mosab Hassan Yousef,12-23-11,18
715,Bolivar,Marie Arana,07-08-13,35
716,It's So Easy,Duff McKagan,08-30-16,22
717,The Worst Journey in the World,Apsley Cherry-Garrard,04-29-04,24
718,My Beloved World,Sonia Sotomayor,01-15-13,28
719,Not a Good Day to Die,Sean Naylor,08-25-15,40
720,The Gambler,William C. Rempel,01-23-18,36
721,The Secret Race,Tyler Hamilton,09-05-12,18
722,Ringmaster,Abraham Riesman,03-28-23,28
723,How to Starve Cancer,Jane McLelland,03-02-23,49
724,What Happened,Hillary Rodham Clinton,09-12-17,28
725,The Last Victim,Jason Moss,04-01-13,20
726,Blood and Thunder,Hampton Sides,10-09-06,14
727,The Tender Bar,J. R. Moehringer,09-05-17,18
728,Rabbit,Patricia Williams,08-22-17,14
729,A Mother's Reckoning,Sue Klebold,02-15-16,18
730,Love and Justice,Jonathan Irons,01-17-23,18
731,Anne Frank Remembered,Miep Gies,08-18-09,20
732,An Unquiet Mind,Kay Redfield Jamison,12-08-09,7
733,Courage Under Fire,Steven A. Sund,01-03-23,29
734,Underwater Daughter,Antonia Deignan,05-04-23,20
735,Courtiers,Valentine Low,01-24-23,26
736,That Bird Has My Wings,Jarvis Jay Masters,09-27-22,26
737,The Fall of the FBI,Thomas J. Baker,12-06-22,29
738,The Girl in the Leaves,Robert Scott,12-20-16,23
739,"84, Charing Cross Road",Helene Hanff,03-06-17,8
740,One Thousand Gifts,Ann Voskamp,01-25-11,14
741,The Jesus I Never Knew,Philip Yancey,12-16-99,32
742,Lords of Finance,Liaquat Ahamed,04-13-09,26
743,Alan Turing: The Enigma,Andrew Hodges,06-23-12,28
744,Civilian Warriors,Erik Prince,11-18-13,30
745,Elephant Company,Vicki Constantine Croke,09-04-14,22
746,Whoever Fights Monsters,Robert K. Ressler,07-14-16,26
747,Jim Bridger,Jerry Enzler,01-31-23,21
748,I Don't Need Therapy,Toni Lodge,03-08-23,17
749,The Yards Between Us,R.K. Russell,05-16-23,17
750,In the Blink of an Eye,Mahmoud Abdul-Rauf,10-18-22,17
751,Flyboys,James Bradley,01-17-11,14
752,Razor 03,Alan C. Mack,04-03-23,24
753,SOG Kontum,Joe Parnar,04-11-23,21
754,The Streets of Baltimore,Joe Frantz,03-14-23,26
755,The Sound of Gravel,Ruth Wariner,01-05-16,15
756,A Man for All Markets,Edward O. Thorp,01-24-17,24
757,A Long Way Gone,Ishmael Beah,06-19-13,15
758,Seabiscuit,Laura Hillenbrand,11-16-10,21
759,Zealot,Reza Aslan,07-16-13,16
760,My Stroke of Insight,Jill Bolte Taylor,01-06-09,16
761,Mother of God,Paul Rosolie,07-01-14,20
762,Assata,Assata Shakur,07-04-17,18
763,Generation Kill,Evan Wright,11-04-08,26
764,On Fire,John O'Leary,03-15-16,14
765,Monsters,Claire Dederer,04-25-23,28
766,When Genius Failed,Roger Lowenstein,08-27-01,14
767,Jerry on Jerry,Dennis McNally - editor,11-24-15,20
768,My Family and Other Animals,Gerald Durrell,08-20-07,19
769,How to Build a Car,Adrian Newey,11-30-17,16
770,Searching for Sunday,Rachel Held Evans,04-21-15,18
771,Winning Ugly,Brad Gilbert,06-03-13,24
772,Hit Refresh,Satya Nadella,09-26-17,25
773,Not Dead Yet,Phil Collins,10-25-16,32
774,Wild Swans,Jung Chang,12-13-11,40
775,Longitude,Dava Sobel,03-30-09,12
776,The Autobiography of George Müller,George Müller,03-15-16,24
777,The Black Hand,Chris Blatchford,01-07-10,24
778,Natural Born Heroes,Christopher McDougall,04-14-15,21
779,Left to Tell,Immaculee Ilibagiza,10-05-06,15
780,Touching the Void,Joe Simpson,03-01-12,12
781,Founding Brothers,Joseph J. Ellis,07-05-16,32
782,The Kid Stays in the Picture,Robert Evans,06-04-13,11
783,"Love, Loss, and What We Ate",Padma Lakshmi,03-08-16,25
784,Got Your Number,Mike Greenberg,05-02-23,18
785,Life's a Gamble,Mike Sexton,07-01-16,17
786,Jupiter's Travels,Ted Simon,09-02-15,30
787,Nixonland,Rick Perlstein,05-22-09,40
788,Girl Unbroken,Regina Calcaterra,10-18-16,32
789,Unscripted,James B. Stewart,02-14-23,35
790,Saved,Benjamin Hall,03-14-23,27
791,What Made Maddy Run,Kate Fagan,08-01-17,30
792,Drop the Ball,Tiffany Dufu,02-14-17,21
793,The Education of a Value Investor,Guy Spier,11-25-14,17
794,The Orchid Thief,Susan Orlean,08-03-01,18
795,Skeletons on the Zahara,Dean King,04-01-14,20
796,Into the Abyss,Carol Shaben,05-21-13,14
797,The Nurse,Kristian Corfixen,10-25-22,35
798,Stolen Innocence,Elissa Wall,05-28-08,23
799,The Black Dahlia,James Ellroy,08-25-06,14
800,The Tudors,G. J. Meyer,02-23-10,30
801,Evidence Not Seen,Darlene Deibler Rose,01-28-14,14
802,Etched in Sand,Regina Calcaterra,11-05-13,29
803,Trident,Jason Redman,11-05-13,26
804,Eleven Rings,Phil Jackson,05-21-13,18
805,George VI and Elizabeth,Sally Bedell Smith,04-04-23,46
806,To the End of the Earth,John C. McManus,05-02-23,35
807,The Swamp Fox,John Oller,10-25-16,22
808,Devotion,Adam Makos,10-27-15,18
809,Revenge,Michael Cohen,10-21-22,17
810,Spare,Prince Harry The Duke of Sussex,01-10-23,44
811,Fatherland,Burkhard Bilger,05-02-23,28
812,Unbreakable,Ronnie O'Sullivan,05-11-23,27
813,The Ghost Club,Kate Winkler Dawson,03-21-23,21
814,Richard Nixon,John A. Farrell,03-28-17,42
815,Did I Ever Tell You This?,Sam Neill,03-21-23,28
816,"Fall in Love with the Problem, Not the Solution",Uri Levine,01-17-23,18
817,Born Twice,Dale Hanson,03-07-23,25
818,Depp v Heard,Nick Wallis,05-17-23,25
819,Higher Is Waiting,Tyler Perry,11-14-17,16
820,Fatty Fatty Boom Boom,Rabia Chaudry,11-08-22,20
821,There Will Be Fire,Rory Carroll,04-04-23,32
822,Empress of the Nile,Lynne Olson,02-28-23,35
823,Spyfail,James Bamford,01-17-23,51
824,Fieldwork,Iliana Regan,01-24-23,26
825,If You Tell,Gregg Olsen,12-01-19,26
826,Banana Ball,Jesse Cole,05-16-23,24
827,Nine Black Robes,Joan Biskupic,04-04-23,32
828,The Secret Gate,Mitchell Zuckoff,04-25-23,28
829,Once upon Atari,Howard Scott Warshaw,03-22-23,25
830,In the Garden of Beasts,Erik Larson,05-10-11,21
831,Angela's Ashes,Frank McCourt,12-16-99,37
832,The Heart of Everything That Is,Bob Drury,11-05-13,30
833,Leading with the Heart,Mike Krzyzewski,05-31-16,18
834,Coolidge,Amity Shlaes,02-12-13,40
835,Oh My Mother!,Connie Wang,05-09-23,24
836,Parfit,David Edmonds,04-18-23,22
837,Our Migrant Souls,Héctor Tobar,05-09-23,19
838,A Dog's Purpose,W. Bruce Cameron,01-19-17,15
839,Undisputed Truth,Mike Tyson,11-12-13,24
840,A Year in Provence,Peter Mayle,08-03-09,10
841,The Confessions of St. Augustine,Saint Augustine,05-25-10,18
842,Father and I Were Ranchers,Ralph Moody,10-27-08,22
843,Island of the Lost,Joan Druett,04-05-16,25
844,A Severe Mercy,Sheldon Vanauken,01-28-14,12
845,The Minds of Billy Milligan,Daniel Keyes,11-29-22,36
846,The Girls of Atomic City,Denise Kiernan,11-12-13,26
847,Secretariat,William Nack,05-02-11,26
848,The Red Circle: My Life in the Navy SEAL Sniper Corps and How I Trained America's Deadliest Marksmen,Brandon Webb,07-05-12,22
849,Traitor King,Andrew Lownie,07-05-22,15
850,Whatever Next?,Anne Glenconner,02-21-23,29
851,Biting the Hand,Julia Lee,04-18-23,19
852,Weird Scenes Inside the Canyon,David McGowan,08-23-17,22
853,The Watchmaker's Daughter,Larry Loftis,03-07-23,32
854,Scalia,James Rosen,03-07-23,31
855,Bibi,Benjamin Netanyahu,10-18-22,33
856,Humble Pie,Gordon Ramsay,10-16-06,11
857,Let My People Go Surfing,Yvon Chouinard,09-06-16,24
858,MOX,Jon Moxley,06-14-22,21
859,A Place Called Home,David Ambroz,09-13-22,22
860,The Other Wes Moore,Wes Moore,04-27-10,14
861,Reminiscences of a Stock Operator,Edwin Lefevre,01-29-07,30
862,The Seven Storey Mountain,Thomas Merton,05-01-12,13
863,The Good Nurse,Charles Graeber,04-15-13,20
864,Devil in the Grove,Gilbert King,05-24-13,44
865,Call the Midwife,Jennifer Worth,09-10-12,24
866,Heaven Is for Real,Todd Burpo,04-05-17,25
867,Becoming Kin,Patty Krawec,11-29-22,15
868,A Banker's Journey,Daniel Gross,12-13-22,18
869,"Vagos, Mongols, and Outlaws",Kerrie Droban,07-28-15,23
870,Forty Autumns,Nina Willner,10-04-16,32
871,The Last Season,Eric Blehm,11-17-15,22
872,Cork Dork,Bianca Bosker,03-28-17,21
873,A Father's Story,Lionel Dahmer,08-11-22,17
874,El camino de México [The Way to Mexico],Marcelo Ebrard,03-30-23,25
875,Bardskull,Martin Shaw,03-27-23,25
876,Profiles in Courage,John F. Kennedy,08-09-16,16
877,Heavier than Heaven,Charles R. Cross,09-19-06,25
878,Professional Idiot,"Stephen ""Steve-O"" Glover",06-07-11,29
879,Untold Power,Rebecca Boggs Roberts,03-07-23,28
880,This Isn't Going to End Well,Daniel Wallace,04-11-23,29
881,Nowhere Girl,Cheryl Diamond,07-19-22,21
882,The Ultimate Coach,Amy Hardison,03-15-22,22
883,The In-Between,Hadley Vlahos R.N.,06-13-23,28
884,Unexpected,Chris Thomas,03-07-23,20
885,The Happiness Project,Gretchen Rubin,12-29-09,25
886,Total Recall,Arnold Schwarzenegger,10-01-12,14
887,Runnin' with the Devil,Noel Monk,06-13-17,15
888,Enchantment,Katherine May,02-28-23,24
889,Red Platoon,Clinton Romesha,05-03-16,18
890,Seven Pillars of Wisdom,T. E. Lawrence,08-07-12,40
891,Greenlights,Matthew McConaughey,10-20-20,18
892,It. Goes. So. Fast.,Mary Louise Kelly,04-11-23,19
893,In the Company of Heroes,Michael Durant,04-01-10,12
894,Narconomics,Tom Wainwright,03-15-16,17
895,How Google Works,Eric Schmidt,09-23-14,20
896,The Matheny Manifesto,Mike Matheny,02-03-15,14
897,But What If We're Wrong?,Chuck Klosterman,06-07-16,18
898,One Bullet Away,Nathaniel Fick,09-29-05,12
899,Granite Mountain,Brendan McDonough,05-03-16,21
900,The Spider Network,David Enrich,03-21-17,36
901,"Blood, Bones & Butter",Gabrielle Hamilton,03-01-11,18
902,Every Little Step,Bobby Brown,06-13-16,23
903,How to be Champion,Sarah Millican,10-05-17,18
904,She's Not There,Jennifer Finney Boylan,04-12-16,21
905,The Journal of Best Practices,David Finch,04-11-12,21
