,Title,Author,Release date,Price $
1484,Dragon Blood - Omnibus,Lindsay Buroker,07-26-16,40
1485,The Invisible Life of Addie LaRue,V. E. Schwab,07-26-16,23
1486,Kingdom of Ash,Sarah J. Maas,07-26-16,35
1487,He Who Fights with Monsters 9,Shirtaloon,07-26-16,60
1488,A Clash of Kings,George R.R. Martin,07-26-16,42
1489,A Fallen Empire Omnibus,Lindsay Buroker,07-26-16,40
1490,Antarctica's Lost Aviator,Jeff Maynard,02-04-20,30
1491,Eingefroren am Nordpol,Markus Rex,02-04-20,18
1492,Super Cheap Antarctica Travel Guide 2020,Phil G. Tang,02-04-20,6
1493,Shackleton's Scouts,Alan S. Noake,02-04-20,15
1494,At the Mercy of Nature,Carl N. McDaniel,02-04-20,17
1495,Harry's Arctic Heroes,Mark McCrum,02-04-20,19
1496,Land of the Midnight Sun,Alexander Armstrong,02-04-20,22
1497,Antarctica & Back in 60 Days,Tim Bowden,02-04-20,18
1498,Arktis - Natur & Kultur,Global Television,02-04-20,6
1499,Arctic - A fascinating Journey,Global Television,02-04-20,6
1500,Into the Frozen South,Scout Marr,02-04-20,17
1501,American Cosmic,D.W. Pasulka,02-01-19,17
1502,Free Will,Sam Harris,02-01-19,8
1503,The Moral Landscape,Sam Harris,02-01-19,15
1504,Letter to a Christian Nation,Sam Harris,02-01-19,11
1505,How Civilizations Die (and Why Islam Is Dying Too),David Goldman,02-01-19,25
1506,Women and Gender in Islam,Leila Ahmed,02-01-19,21
1507,Let Your Life Speak,Parker J. Palmer,02-01-19,12
1508,Primer to Postmodernism,Stanley Grenz,02-01-19,17
1509,You Found Me,Rick Richardson,02-01-19,17
1510,Our Non-Christian Nation,Jay Wexler,02-01-19,17
1511,Slow Church,C. Christopher Smith,02-01-19,21
1512,The Theft of America’s Soul,Phil Robertson,02-01-19,25
1513,Why You Think the Way You Do,Glenn S. Sunshine,02-01-19,24
1514,Impossible People,Os Guinness,02-01-19,23
1515,The Triumph of Faith,Rodney Stark,02-01-19,27
1516,The Four Horsemen,Christopher Hitchens,02-01-19,9
1517,American JewBu,Emily Sigalow,02-01-19,17
1518,Uncanceled,Phil Robertson,02-01-19,21
1519,Atheist Delusions,David Bentley Hart,02-01-19,22
1520,Lost Boy,Maia Szalavitz,02-01-19,18
1521,House of Sky and Breath,Sarah J. Maas,02-15-22,43
1522,The Silent Corner,Dean Koontz,02-15-22,28
1523,Left Behind,Tim LaHaye,02-15-22,21
1524,Dark Age,Pierce Brown,02-15-22,42
1525,A Court of Silver Flames,Sarah J. Maas,02-15-22,37
1526,Fairy Tale,Stephen King,02-15-22,27
1527,The Sandman,Neil Gaiman,02-15-22,30
1528,Shift,Hugh Howey,02-15-22,36
1529,The Time Traveler's Wife,Audrey Niffenegger,02-15-22,28
1530,Throne of Glass,Sarah J. Maas,02-15-22,18
1531,Dungeon Crawler Carl,Matt Dinniman,02-15-22,22
1532,The Three-Body Problem,Cixin Liu,02-15-22,18
1533,The Institute,Stephen King,02-15-22,24
1534,The Assassin's Blade,Sarah J. Maas,02-15-22,16
1535,The Hobbit,J. R. R. Tolkien,02-15-22,24
1536,Circe,Madeline Miller,02-15-22,21
1537,That Hideous Strength,C. S. Lewis,02-15-22,25
1538,The Eighth Harmony,A. F. Kay,02-15-22,25
1539,Wayward Galaxy 6,Jason Anspach,02-15-22,45
1540,From Blood and Ash,Jennifer L. Armentrout,02-15-22,27
1541,Understanding Gender Dysphoria,Mark A. Yarhouse,02-14-21,35
1542,The Invisible Orientation,Julie Sondra Decker,02-14-21,20
1543,Twins 101,Khanh-Van Le-Bucklin,02-14-21,15
1544,Testosterone,Rebecca M. Jordan-Young,02-14-21,17
1545,"Breathe, Mama, Breathe",Shonda Moralis,02-14-21,28
1546,Integrative Sex & Couples Therapy,Tammy Nelson PhD,02-14-21,21
1547,How to Not Die Alone,Logan Ury,02-14-21,15
1548,Cheap Sex,Mark Regnerus,02-14-21,17
1549,The Mindful Mom-to-Be,Lori Bregman,02-14-21,27
1550,Sex Without Stress,Jessa Zimmerman MA LMHC CST,02-14-21,17
1551,Dad's Guide to Pregnancy for Dummies,Mathew Miller,02-14-21,21
1552,Beyond Mars and Venus,John Gray,02-14-21,17
1553,Sugarbabe,Holly Hill,02-14-21,25
1554,What Makes Love Last?,Nan Silver,02-14-21,28
1555,Sex Outside the Lines,Chris Donaghue PhD,02-14-21,28
1556,The Science of Love,Wind Goodfriend,02-14-21,25
1557,How to Improve Your Marriage Without Talking About It,Patricia Love,02-14-21,21
1558,WomanCode,Alisa Vitti,02-14-21,23
1559,Real Food for Pregnancy,Lily Nichols,02-14-21,22
1560,Tomorrow Sex Will Be Good Again,Katherine Angel,02-14-21,17
1561,Cold Noses at the Pearly Gates,Gary Kurz,08-09-16,23
1562,The Chicken Health Handbook (2nd Edition),Gail Damerow,08-09-16,21
1563,Dog Training for Dummies,Wendy Volhard,08-09-16,24
1564,How to Raise the Perfect Dog,Melissa Jo Peltier,08-09-16,13
1565,Bring Jade Home,Michelle Caffrey,08-09-16,17
1566,Ambition,Natalie Keller Reinert,08-09-16,21
1567,Bones Would Rain from the Sky,Suzanne Clothier,08-09-16,31
1568,"Golden Retrievers for Dummies, 2nd Edition",Nona Kilgore Bauer,08-09-16,17
1569,The Lord God Made Them All,James Herriot,08-09-16,26
1570,Walking with Henry,Rachel Anne Ridge,08-09-16,17
1571,Pride,Natalie Keller Reinert,08-09-16,21
1572,Wild Horse Country,David Philipps,08-09-16,25
1573,The Boy Who Talked to Dogs,Martin McKenna,08-09-16,20
1574,Saving Simon,Jon Katz,08-09-16,21
1575,Pets on the Couch,Nicholas Dodman DVM,08-09-16,24
1576,Scent of the Missing,Susannah Charleson,08-09-16,21
1577,Pure Joy,Danielle Steel,08-09-16,17
1578,Rough Magic,Lara Prior-Palmer,08-09-16,17
1579,Inside of a Dog,Alexandra Horowitz,08-09-16,18
1580,The Other End of the Leash,Patricia McConnell PhD,08-09-16,17
1581,The Great Leveler,Walter Scheidel,10-10-17,17
1582,Finding Tamika,Erika Alexander,10-10-17,30
1583,Nudge,Richard H. Thaler,10-10-17,21
1584,The Road to Wigan Pier,George Orwell,10-10-17,21
1585,Active Hope,Joanna Macy PhD,10-10-17,24
1586,Sister Citizen,Melissa V. Harris-Perry,10-10-17,28
1587,Pushout,Monique W. Morris,10-10-17,23
1588,Fatal Invention,Dorothy Roberts,10-10-17,21
1589,Being Mortal,Atul Gawande,10-10-17,15
1590,This Is Where You Belong,Melody Warnick,10-10-17,24
1591,The Price of Privilege,Madeline Levine PhD,10-10-17,21
1592,The End of White World Supremacy,Malcom X,10-10-17,15
1593,The Divide,Jason Hickel,10-10-17,28
1594,Between the World and Me,Ta-Nehisi Coates,10-10-17,16
1595,The Condemnation of Blackness,Khalil Gibran Muhammad,10-10-17,30
1596,Sundown Towns,James Loewen,10-10-17,40
1597,Technopoly,Neil Postman,10-10-17,19
1598,Trade Wars Are Class Wars,Matthew C. Klein,10-10-17,17
1599,Other People's Children,Lisa Delpit,10-10-17,24
1600,Resonant Leadership,Richard Boyatzis,10-10-17,21
1601,10 Books Every Conservative Must Read,Benjamin Wiker Ph.D.,06-14-10,21
1602,Easy Spanish Step-by-Step,Barbara Bregstein,06-14-10,50
1603,The Privileged Poor,Anthony Abraham Jack,06-14-10,17
1604,What You're Really Meant To Do,Robert Steven Kaplan,06-14-10,20
1605,The Art of Coaching,Elena Aguilar,06-14-10,21
1606,Homeschool Bravely,Jamie Erickson,06-14-10,17
1607,Lies My Teacher Told Me,James W. Loewen,06-14-10,30
1608,The Collapse of Parenting,Leonard Sax MD PhD,06-14-10,24
1609,What Great Principals Do Differently,Todd Whitaker,06-14-10,14
1610,Einstein Never Used Flash Cards,Kathy Hirsh-Pasek,06-14-10,25
1611,What Great Teachers Do Differently,Todd Whitaker,06-14-10,10
1612,Language A to Z,John McWhorter,06-14-10,15
1613,Beyond Good and Evil,Friedrich Nietzsche,06-14-10,25
1614,The Power of Body Language,Tonya Reiman,06-14-10,28
1615,Learning in Adulthood,Sharan B. Merriam,06-14-10,24
1616,Brainwashed,Ben Shapiro,06-14-10,24
1617,"Medical Terminology for Dummies, 3rd Edition",Beverley Henderson CMT-R HRT,06-14-10,24
1618,"Meander, Spiral, Explode",Jane Alison,06-14-10,18
1619,Education for Critical Consciousness,Paulo Freire,06-14-10,25
1620,Conversationally Speaking,Alan Garner,06-14-10,35
1621,Siete viajes a islas extraordinarias: Sexto viaje [Seven Voyages to Extraordinary Islands: Sixth Voyage],Jorge Sánchez,09-15-20,3
1622,Санкт-Петербург,Alexander Myasnikov,09-15-20,4
1623,So lebt Moskau,Dennis Lohkamp,09-15-20,8
1624,Blindness,José Saramago,08-11-08,21
1625,Call to Arms,Joshua Dalzelle,08-11-08,28
1626,The Dispatcher,John Scalzi,08-11-08,8
1627,He Who Fights with Monsters 5,Shirtaloon,08-11-08,52
1628,Ready Player Two,Ernest Cline,08-11-08,19
1629,Prelude to Foundation,Isaac Asimov,08-11-08,15
1630,Sphere,Michael Crichton,08-11-08,23
1631,"20,000 Leagues Under the Sea",Jules Verne,08-11-08,25
1632,Journey to the Center of the Earth: A Signature Performance by Tim Curry,Jules Verne,08-11-08,25
1633,Leviathan,Darius Hinks,08-11-08,33
1634,Hyperion,Dan Simmons,08-11-08,22
1635,The Road,Cormac McCarthy,08-11-08,21
1636,The Fifth Season,N. K. Jemisin,08-11-08,24
1637,Can't Help Falling in Love with an Alien,Chloe Archer,08-11-08,25
1638,Star Wars: Heir to the Empire,Timothy Zahn,08-11-08,8
1639,All These Worlds,Dennis E. Taylor,08-11-08,26
1640,The Primal Hunter,Zogarth,08-11-08,26
1641,The Ascendant Wars: Hellfire,Rhett C. Bruno,08-11-08,24
1642,How to Stop Time,Matt Haig,08-11-08,18
1643,Firebrand: The Novice,D.E. Olesen,08-11-08,25
1644,The Good Rain,Timothy Egan,12-27-16,26
1645,How to Hike the Appalachian Trail,Chris Cage,12-27-16,17
1646,Where the Rivers Flow North,Howard Frank Mosher,12-27-16,21
1647,A Course Called America,Tom Coyne,12-27-16,18
1648,Spying on the South,Tony Horwitz,12-27-16,24
1649,Traveling Music,Neil Peart,12-27-16,26
1650,Travels with George,Nathaniel Philbrick,12-27-16,21
1651,Only When I Step on It,Peter E. Conti,12-27-16,17
1652,Hidden Mountains,Michael Wejchert,12-27-16,32
1653,The Midwest Survival Guide,Charlie Berens,12-27-16,19
1654,Forest Walking,Peter Wohlleben,12-27-16,12
1655,On the Plain of Snakes,Paul Theroux,12-27-16,24
1656,Charles Kuralt's America,Charles Kuralt,12-27-16,12
1657,The Hour of Land,Terry Tempest Williams,12-27-16,26
1658,Tip of the Iceberg,Mark Adams,12-27-16,18
1659,Death in Acadia,Randi Minetor,12-27-16,17
1660,"The Hidden Magic of Walt Disney World, 3rd Edition",Susan Veness,12-27-16,15
1661,Our National Parks,John Muir,12-27-16,22
1662,The Solace of Open Spaces,Gretel Ehrlich,12-27-16,14
1663,"Witch Queens, Voodoo Spirits, and Hoodoo Saints",Denise Alvarado,12-27-16,26
1664,Nickel and Dimed,Barbara Ehrenreich,08-13-04,21
1665,Grant,Ron Chernow,08-13-04,30
1666,The Power Broker,Robert A. Caro,08-13-04,56
1667,Cicero: The Life and Times of Rome's Greatest Politician,Anthony Everitt,08-13-04,30
1668,Men Without Work,Nicholas Eberstadt,08-13-04,24
1669,Confessions of an Economic Hitman,John Perkins,08-13-04,20
1670,Bad Science,Ben Goldacre,08-13-04,28
1671,The Brothers,Stephen Kinzer,08-13-04,30
1672,Young Men and Fire,Norman Maclean,08-13-04,25
1673,Ravensbruck,Sarah Helm,08-13-04,40
1674,Chip War,Chris Miller,08-13-04,24
1675,The Debutante,Jon Ronson,08-13-04,25
1676,His Excellency,Joseph J. Ellis,08-13-04,30
1677,The Benedict Option,Rod Dreher,08-13-04,24
1678,So You Want to Talk About Race,Ijeoma Oluo,08-13-04,23
1679,Trump: The Art of the Deal,Donald J. Trump,08-13-04,18
1680,Freedom Is a Constant Struggle,Angela Y. Davis,08-13-04,23
1681,Stalking the Red Bear,Peter Sasgen,08-13-04,20
1682,The Autobiography of Malcolm X,Malcolm X,08-13-04,30
1683,The Spy and the Traitor,Ben Macintyre,08-13-04,18
1684,Enough,John C. Bogle,01-29-09,19
1685,The Positive Dog,Jon Gordon,01-29-09,13
1686,The Wisdom of Finance,Mihir A. Desai,01-29-09,21
1687,The Mushroom at the End of the World,Anna Lowenhaupt Tsing,01-29-09,28
1688,The Master Key to Wealth,Dr. Joseph Murphy,01-29-09,6
1689,The Pixar Touch,David A. Price,01-29-09,24
1690,Bank on Yourself,Pamela Yellen,01-29-09,24
1691,Trade Wars Are Class Wars,Matthew C. Klein,01-29-09,17
1692,"Manias, Panics, and Crashes (Seventh Edition)",Robert Z. Aliber,01-29-09,50
1693,Early Retirement Extreme,Jacob Lund Fisker,01-29-09,35
1694,Unshakeable,Tony Robbins,01-29-09,18
1695,"Wealth, Poverty, and Politics",Thomas Sowell,01-29-09,24
1696,The Revolt of the Elites and the Betrayal of Democracy,Christopher Lasch,01-29-09,24
1697,Nine Things Successful People Do Differently,Heidi Grant Halvorson,01-29-09,4
1698,Retirement Planning for Dummies,Matthew Krantz,01-29-09,21
1699,Hook Point,Brendan Kane,01-29-09,21
1700,Rich Dad's Guide to Investing,Robert T. Kiyosaki,01-29-09,23
1701,F.U. Money,Dan Lok,01-29-09,20
1702,Radical Chic and Mau-Mauing the Flak Catchers,Tom Wolfe,01-29-09,15
1703,The Undercover Economist,Tim Harford,01-29-09,21
1704,Homo Deus,Yuval Noah Harari,02-21-17,30
1705,The Art of Living,Thích Nhất Hạnh,02-21-17,13
1706,Left of Bang,Patrick Van Horne,02-21-17,20
1707,Mastery,Robert Greene,02-21-17,16
1708,The Sociopath Next Door,Martha Stout,02-21-17,21
1709,Discipline & Punish,Michel Foucault,02-21-17,31
1710,This Book Is Gay,Juno Dawson,02-21-17,23
1711,Up from Slavery,Booker T. Washington,02-21-17,20
1712,Whoever Fights Monsters,Robert K. Ressler,02-21-17,26
1713,Into the Bright Sunshine,Samuel G. Freedman,02-21-17,21
1714,Caesar,Adrian Goldsworthy,02-21-17,40
1715,Racism Without Racists,Eduardo Bonilla-Silva,02-21-17,30
1716,Journey to Ixtlan,Carlos Castaneda,02-21-17,28
1717,"The Road to Serfdom, the Definitive Edition",F. A. Hayek,02-21-17,24
1718,From Here to Eternity,Caitlin Doughty,02-21-17,21
1719,Loving Someone with Borderline Personality Disorder,Shari Y. Manning PhD,02-21-17,24
1720,Quiet,Susan Cain,02-21-17,18
1721,The Culture of Narcissism,Christopher Lasch,02-21-17,28
1722,The Tipping Point,Malcolm Gladwell,02-21-17,15
1723,Digital Minimalism,Cal Newport,02-21-17,15
1724,Healing from Hidden Abuse,Shannon Thomas LCSW,05-09-17,23
1725,The Journey from Abandonment to Healing,Susan Anderson,05-09-17,28
1726,"The Lost Art of Listening, Second Edition",Michael P. Nichols PhD,05-09-17,28
1727,Understanding the Borderline Mother,Christine Ann Lawson,05-09-17,27
1728,Good Inside,Becky Kennedy,05-09-17,26
1729,Dopamine Nation,Dr. Anna Lembke,05-09-17,16
1730,The Comfort Crisis,Michael Easter,05-09-17,18
1731,Mastery,Robert Greene,05-09-17,16
1732,The Sociopath Next Door,Martha Stout,05-09-17,21
1733,No Bad Parts,Richard C. Schwartz PhD,05-09-17,13
1734,Art of Seduction,Robert Greene,05-09-17,15
1735,Yellowstone National Park in Winter,Gordon Hempton,05-09-17,5
1736,Kicking Ass After 50,Ken Berry,05-09-17,15
1737,Codependent No More,Melody Beattie,05-09-17,15
1738,The Art of Fermentation,Sandor Ellix Katz,05-09-17,38
1739,Necessary Losses,Judith Viorst,05-09-17,27
1740,The Lucifer Effect,Philip Zimbardo,05-09-17,42
1741,Why We Get Sick,Benjamin Bikman PhD,05-09-17,23
1742,Cape Cod National Seashore,Gordon Hempton,05-09-17,5
1743,Energy Medicine,Donna Eden,05-09-17,31
1744,A Voice in the Wind,Francine Rivers,08-01-08,47
1745,Twisted Games,Ana Huang,08-01-08,21
1746,A Breath of Snow and Ashes,Diana Gabaldon,08-01-08,43
1747,Den of Vipers,K.A. Knight,08-01-08,35
1748,The Forbidden Wolf King,Leia Stone,08-01-08,20
1749,How to Stop Time,Matt Haig,08-01-08,18
1750,Romancing Mister Bridgerton,Julia Quinn,08-01-08,27
1751,It Starts with Us,Colleen Hoover,08-01-08,24
1752,Meet Me at the Lake,Carley Fortune,08-01-08,28
1753,If You Only Knew,Kristan Higgins,08-01-08,28
1754,Reckless Magic,Rachel Higginson,08-01-08,25
1755,His Demands,Ali Parker,08-01-08,24
1756,The Traitor Queen,Danielle L. Jensen,08-01-08,35
1757,Yours Truly,Abby Jimenez,08-01-08,32
1758,One Last Time,Corinne Michaels,08-01-08,20
1759,Yesterday,Fern Michaels,08-01-08,31
1760,Honeymoon for One,Portia MacIntosh,08-01-08,12
1761,Lady Jayne Disappears,Joanna Davidson Politano,08-01-08,24
1762,Life and Other Inconveniences,Kristan Higgins,08-01-08,31
1763,The House Witch: A Humorous Romantic Fantasy,Delemhach,08-01-08,39
1764,"Goodbye, Friend",Gary Kowalski,10-03-17,17
1765,Joey,Jennifer Marshall Bleakley,10-03-17,17
1766,Believe,Buck Brannaman,10-03-17,18
1767,Vanishing Fleece,Clara Parkes,10-03-17,17
1768,From Fearful to Fear Free,Marty Becker DVM,10-03-17,17
1769,Pancakes in Paris,Craig Carlson,10-03-17,21
1770,Flavor,Bob Holmes,10-03-17,30
1771,The Family Garden Plan,Melissa K. Norris,10-03-17,17
1772,Home Grown,Ben Hewitt,10-03-17,17
1773,First Bite,Bee Wilson,10-03-17,24
1774,Culinary Reactions,Simon Quellen Field,10-03-17,21
1775,"Fired Up, Frantic, and Freaked Out",Laura VanArendonk Baugh CPDT-KA KPACTP,10-03-17,14
1776,"Move Your Stuff, Change Your Life",Karen Rauch Carter,10-03-17,23
1777,Energy Healing for Animals,Joan Ranquet,10-03-17,17
1778,Lead with Your Heart,Allan J. Hamilton MD,10-03-17,27
1779,Sgt. Reckless,Robin Hutton,10-03-17,20
1780,Threads of Life,Clare Hunter,10-03-17,21
1781,Winterdance,Gary Paulsen,10-03-17,17
1782,Your Dog Is Your Mirror,Kevin Behan,10-03-17,26
1783,Healthy Buildings,Joseph G. Allen,10-03-17,21
1784,Not in It to Win It,Andy Stanley,05-10-22,21
1785,God Is Not One,Stephen Prothero,05-10-22,26
1786,Mojo Workin': The Old African American Hoodoo System,Katrina Hazzard-Donald,05-10-22,17
1787,The Case for God,Karen Armstrong,05-10-22,24
1788,How Christianity Changed the World,Alvin J. Schmidt,05-10-22,36
1789,The Power of Ritual,Casper ter Kuile,05-10-22,20
1790,Strange Rites,Tara Isabella Burton,05-10-22,21
1791,The Enlightenment Trap,Scott Carney,05-10-22,22
1792,Jesus Politics,Phil Robertson,05-10-22,21
1793,Freeing Jesus,Diana Butler Bass,05-10-22,32
1794,Global Jihad,Glenn E. Robinson,05-10-22,24
1795,The End of White Christian America,Robert P. Jones,05-10-22,14
1796,TechGnosis,Erik Davis,05-10-22,42
1797,Why Religion?,Elaine Pagels,05-10-22,21
1798,Heaven's Gate: America's UFO Religion,Benjamin E. Zeller,05-10-22,17
1799,Uncensored Grace,Jud Wilhite,05-10-22,17
1800,Religion in Human Evolution,Robert N. Bellah,05-10-22,24
1801,Taking America Back for God,Andrew L. Whitehead,05-10-22,17
1802,A Multitude of All Peoples,Vince L. Bantu,05-10-22,17
1803,Under the Banner of Heaven,Jon Krakauer,05-10-22,12
1804,Paradise,Craig Alanson,05-23-17,35
1805,11-22-63,Stephen King,05-23-17,31
1806,The Hero of Ages,Brandon Sanderson,05-23-17,35
1807,American Gods: The Tenth Anniversary Edition (A Full Cast Production),Neil Gaiman,05-23-17,44
1808,Zodiac Academy 8.5: Beyond the Veil,Caroline Peckham,05-23-17,25
1809,Heir of Fire,Sarah J. Maas,05-23-17,16
1810,House of Sky and Breath,Sarah J. Maas,05-23-17,43
1811,The Silent Corner,Dean Koontz,05-23-17,28
1812,A Court of Silver Flames,Sarah J. Maas,05-23-17,37
1813,Fairy Tale,Stephen King,05-23-17,27
1814,The Sandman,Neil Gaiman,05-23-17,30
1815,The Time Traveler's Wife,Audrey Niffenegger,05-23-17,28
1816,Throne of Glass,Sarah J. Maas,05-23-17,18
1817,Dungeon Crawler Carl,Matt Dinniman,05-23-17,22
1818,The Assassin's Blade,Sarah J. Maas,05-23-17,16
1819,The Hobbit,J. R. R. Tolkien,05-23-17,24
1820,Circe,Madeline Miller,05-23-17,21
1821,The Eighth Harmony,A. F. Kay,05-23-17,25
1822,From Blood and Ash,Jennifer L. Armentrout,05-23-17,27
1823,Everything,Dakota Krout,05-23-17,25
1824,My Sixty Years on the Plains,William Thomas Hamilton,05-22-18,10
1825,Hangdog Days,Jeff Smoot,05-22-18,21
1826,Miles from Nowhere,Barbara Savage,05-22-18,24
1827,Hey Ranger!,Jim Burnett,05-22-18,17
1828,Buttermilk Graffiti,Edward Lee,05-22-18,21
1829,Bill Bryson Collector's Edition,Bill Bryson,05-22-18,24
1830,"Great Tours: Greece and Turkey, from Athens to Istanbul",John R. Hale,05-22-18,35
1831,Walking with Sam,Andrew McCarthy,05-22-18,29
1832,Expedition Deep Ocean,Josh Young,05-22-18,24
1833,Critical Hours,Sandy Stott,05-22-18,21
1834,My Good Life in France,Janine Marsh,05-22-18,24
1835,Pirate Vishnu,Gigi Pandian,05-22-18,27
1836,Forty Years in the Wilderness,Dolly Faulkner,05-22-18,21
1837,Walking Thru,Michael Tyler,05-22-18,17
1838,The Only Street in Paris,Elaine Sciolino,05-22-18,28
1839,The Sweet Life in Paris,David Lebovitz,05-22-18,21
1840,A Brief History of China,Jonathan Clements,05-22-18,21
1841,My Four Seasons in France,Janine Marsh,05-22-18,17
1842,Standing in a River Waving a Stick,John Gierach,05-22-18,17
1843,The Bowery Boys,Greg Young,05-22-18,21
1844,Organic Gardening: 5 Books in 1,Rachel Martin,02-01-20,22
1845,"The Buy Nothing, Get Everything Plan",Liesl Clark,02-01-20,15
1846,DIY Solar Power for Beginners,DIY Source,02-01-20,17
1847,Building Your Permaculture Property,Rob Avis,02-01-20,17
1848,Humanizing the Economy,John Restakis,02-01-20,18
1849,"Leaves, Roots & Fruit",Nicole Johnsey Burke,02-01-20,24
1850,How to Give Up Plastic,Will McCallum,02-01-20,14
1851,Losing Eden,Lucy Jones,02-01-20,16
1852,Zero Waste Home,Bea Johnson,02-01-20,24
1853,The Story of Stuff,Annie Leonard,02-01-20,18
1854,Fixation,Sandra Goldmark,02-01-20,17
1855,Backyard Beekeeping,Dion Rosser,02-01-20,13
1856,The Conscious Closet,Elizabeth L. Cline,02-01-20,18
1857,The Regrower’s Handbook,Kelly Reed,02-01-20,20
1858,Self-Sufficient Backyard: Urban Homestead Living,LJ Morgan,02-01-20,13
1859,Give a Sh*t,Ashlee Piper,02-01-20,26
1860,We Are the ARK,Mary Reynolds,02-01-20,18
1861,The Sustainable(ish) Living Guide,Jen Gale,02-01-20,12
1862,Backyard Homesteading,Dion Rosser,02-01-20,17
1863,My Wild Garden,Meir Shalev,02-01-20,17
1864,Female Ejaculation and the G-Spot,Deborah Sundahl,09-28-21,17
1865,The Highly Sensitive Person in Love,Elaine N. Aron PhD,09-28-21,24
1866,Atomic Attraction: The Psychology of Attraction,Christopher Canwell,09-28-21,17
1867,Fighting Infertility,Samantha Busch,09-28-21,24
1868,"Straight Talk, No Chaser",Steve Harvey,09-28-21,25
1869,Better Sex Through Mindfulness,Lori A. Brotto PhD,09-28-21,17
1870,Estrogeneration,Anthony G. Jay,09-28-21,17
1871,The Vaccine-Friendly Plan,Paul Thomas MD,09-28-21,27
1872,The Mama Natural Week-by-Week Guide to Pregnancy and Childbirth,Genevieve Howland,09-28-21,24
1873,Porn Addict’s Wife,Sandy Brown,09-28-21,14
1874,She-ology,Sherry A. Ross MD,09-28-21,24
1875,Living an Orgasmic Life,Xanet Pailet,09-28-21,17
1876,"Good Dog, Happy Baby",Michael Wombacher,09-28-21,21
1877,Ina May's Guide to Childbirth,Ina May Gaskin,09-28-21,21
1878,In the FLO,Alisa Vitti,09-28-21,32
1879,Testosterone Rex,Cordelia Fine,09-28-21,24
1880,"HypnoBirthing: The Mongan Method, 4th Edition",Marie F. Mongan M.Ed. M.Hy.,09-28-21,17
1881,Your Brain on Porn,Gary Wilson,09-28-21,17
1882,Hannah's Hope,Jennifer Saake,09-28-21,23
1883,The Evolution of Desire,David M. Buss,09-28-21,20
1884,That Bear Ate My Pants!,Tony James Slater,08-21-18,21
1885,Midnight in Siberia,David Greene,08-21-18,20
1886,The Not-Quite States of America,Doug Mack,08-21-18,24
1887,Under the Tuscan Sun,Frances Mayes,08-21-18,14
1888,Blue,Kai Kupferschmidt,08-21-18,17
1889,Skeletons on the Zahara,Dean King,08-21-18,20
1890,Touching the Void,Joe Simpson,08-21-18,12
1891,A Walk in the Woods,Bill Bryson,08-21-18,14
1892,Turn Right at Machu Picchu,Mark Adams,08-21-18,24
1893,Alaskan Travels,Edward Hoagland,08-21-18,20
1894,The Waters Between Us,Michael J. Tougias,08-21-18,28
1895,Upland Autumn,William G. Tapply,08-21-18,15
1896,Empire Made,Kief Hillsbery,08-21-18,21
1897,Italy Is My Boyfriend,Annette Joseph,08-21-18,17
1898,The Lost Continent,Bill Bryson,08-21-18,22
1899,The Road to Little Dribbling,Bill Bryson,08-21-18,17
1900,"Interpreting Our Heritage (Fourth Edition, Expanded and Updated)",Freeman Tilden,08-21-18,17
1901,Made in America,Bill Bryson,08-21-18,22
1902,Life Lived Wild,Rick Ridgeway,08-21-18,17
1903,Life on the Mississippi,Rinker Buck,08-21-18,19
1904,Siete viajes a islas extraordinarias: Sexto viaje [Seven Voyages to Extraordinary Islands: Sixth Voyage],Jorge Sánchez,09-15-20,3
1905,Санкт-Петербург,Alexander Myasnikov,09-15-20,4
1906,So lebt Moskau,Dennis Lohkamp,09-15-20,8
1907,Freedom Is a Constant Struggle,Angela Y. Davis,09-13-16,23
1908,The Arabs,Eugene Rogan,09-13-16,40
1909,Doing Time Like a Spy,John Kiriakou,09-13-16,21
1910,Chinese Communist Espionage,Peter Mattis,09-13-16,17
1911,Reclaiming Israel’s History,David Brog,09-13-16,25
1912,The Fall of the Ottomans,Eugene Rogan,09-13-16,30
1913,Blood Brothers,Elias Chacour,09-13-16,24
1914,Russia,Gregory Carleton,09-13-16,25
1915,All the Shah's Men,Stephen Kinzer,09-13-16,25
1916,Catch-67,Micah Goodman,09-13-16,20
1917,One Child,Mei Fong,09-13-16,20
1918,Bible and Sword,Barbara W. Tuchman,09-13-16,30
1919,The Third Revolution,Elizabeth C. Economy,09-13-16,21
1920,...And What Do You Do?,Norman Baker,09-13-16,24
1921,China and Japan,Ezra F. Vogel,09-13-16,24
1922,Weak Strongman,Timothy Frye,09-13-16,17
1923,Epidemic,Reid Wilson,09-13-16,21
1924,"Ukraine's Maidan, Russia's War",Mychailo Wynnyckyj,09-13-16,21
1925,The Russian Understanding of War,Oscar Jonsson,09-13-16,17
1926,The Groundings with My Brothers,Walter Rodney,09-13-16,14
1927,The Revolt of the Elites and the Betrayal of Democracy,Christopher Lasch,07-20-17,24
1928,Between Two Kingdoms,Suleika Jaouad,07-20-17,18
1929,God Is Not Great,Christopher Hitchens,07-20-17,23
1930,Radical Chic and Mau-Mauing the Flak Catchers,Tom Wolfe,07-20-17,15
1931,Very Important People,Ashley Mears,07-20-17,28
1932,The Color of Christ,Edward J. Blum,07-20-17,30
1933,City of Quartz,Mike Davis,07-20-17,24
1934,Under Our Skin,Benjamin Watson,07-20-17,27
